time_s,time_min,depth_m,fluid,share,source
3.959,0.066,30.0,钻井液,1.0,1D_casing
3.959,0.066,60.0,钻井液,1.0,1D_casing
3.959,0.066,90.0,钻井液,1.0,1D_casing
3.959,0.066,120.0,钻井液,1.0,1D_casing
3.959,0.066,150.0,钻井液,1.0,1D_casing
3.959,0.066,180.0,钻井液,1.0,1D_casing
3.959,0.066,210.0,钻井液,1.0,1D_casing
3.959,0.066,240.0,钻井液,1.0,1D_casing
3.959,0.066,270.0,钻井液,1.0,1D_casing
3.959,0.066,300.0,钻井液,1.0,1D_casing
3.959,0.066,330.0,钻井液,1.0,1D_casing
3.959,0.066,360.0,钻井液,1.0,1D_casing
3.959,0.066,390.0,钻井液,1.0,1D_casing
3.959,0.066,420.0,钻井液,1.0,1D_casing
3.959,0.066,450.0,钻井液,1.0,1D_casing
3.959,0.066,480.0,钻井液,1.0,1D_casing
3.959,0.066,510.0,钻井液,1.0,1D_casing
3.959,0.066,540.0,钻井液,1.0,1D_casing
3.959,0.066,570.0,钻井液,1.0,1D_casing
3.959,0.066,600.0,钻井液,1.0,1D_casing
3.959,0.066,630.0,钻井液,1.0,1D_casing
3.959,0.066,660.0,钻井液,1.0,1D_casing
3.959,0.066,690.0,钻井液,1.0,1D_casing
3.959,0.066,720.0,钻井液,1.0,1D_casing
3.959,0.066,750.0,钻井液,1.0,1D_casing
3.959,0.066,780.0,钻井液,1.0,1D_casing
3.959,0.066,810.0,钻井液,1.0,1D_casing
3.959,0.066,840.0,钻井液,1.0,1D_casing
3.959,0.066,870.0,钻井液,1.0,1D_casing
3.959,0.066,900.0,钻井液,1.0,1D_casing
3.959,0.066,930.0,钻井液,1.0,1D_casing
3.959,0.066,960.0,钻井液,1.0,1D_casing
3.959,0.066,990.0,钻井液,1.0,1D_casing
3.959,0.066,1020.0,钻井液,1.0,1D_casing
3.959,0.066,1050.0,钻井液,1.0,1D_casing
3.959,0.066,1080.0,钻井液,1.0,1D_casing
3.959,0.066,1110.0,钻井液,1.0,1D_casing
3.959,0.066,1140.0,钻井液,1.0,1D_casing
3.959,0.066,1170.0,钻井液,1.0,1D_casing
3.959,0.066,1200.0,钻井液,1.0,1D_casing
3.959,0.066,1230.0,钻井液,1.0,1D_casing
3.959,0.066,1260.0,钻井液,1.0,1D_casing
3.959,0.066,1290.0,钻井液,1.0,1D_casing
3.959,0.066,1320.0,钻井液,1.0,1D_casing
3.959,0.066,1350.0,钻井液,1.0,1D_casing
3.959,0.066,1380.0,钻井液,1.0,1D_casing
3.959,0.066,1410.0,钻井液,1.0,1D_casing
3.959,0.066,1440.0,钻井液,1.0,1D_casing
3.959,0.066,1470.0,钻井液,1.0,1D_casing
3.959,0.066,1500.0,钻井液,1.0,1D_casing
3.959,0.066,1530.0,钻井液,1.0,1D_casing
3.959,0.066,1560.0,钻井液,1.0,1D_casing
3.959,0.066,1590.0,钻井液,1.0,1D_casing
3.959,0.066,1620.0,钻井液,1.0,1D_casing
3.959,0.066,1650.0,钻井液,1.0,1D_casing
3.959,0.066,1680.0,钻井液,1.0,1D_casing
3.959,0.066,1710.0,钻井液,1.0,1D_casing
3.959,0.066,1740.0,钻井液,1.0,1D_casing
3.959,0.066,1770.0,钻井液,1.0,1D_casing
3.959,0.066,1800.0,钻井液,1.0,1D_casing
3.959,0.066,1830.0,钻井液,1.0,1D_casing
3.959,0.066,1860.0,钻井液,1.0,1D_casing
3.959,0.066,1890.0,钻井液,1.0,1D_casing
3.959,0.066,1920.0,钻井液,1.0,1D_casing
3.959,0.066,1950.0,钻井液,1.0,1D_casing
3.959,0.066,1980.0,钻井液,1.0,1D_casing
3.959,0.066,2010.0,钻井液,1.0,1D_casing
3.959,0.066,2040.0,钻井液,1.0,1D_casing
3.959,0.066,2070.0,钻井液,1.0,1D_casing
3.959,0.066,2100.0,钻井液,1.0,1D_casing
3.959,0.066,2130.0,钻井液,1.0,1D_casing
3.959,0.066,2160.0,钻井液,1.0,1D_casing
3.959,0.066,2190.0,钻井液,1.0,1D_casing
3.959,0.066,2220.0,钻井液,1.0,1D_casing
3.959,0.066,2250.0,钻井液,1.0,1D_casing
3.959,0.066,2280.0,钻井液,1.0,1D_casing
3.959,0.066,2310.0,钻井液,1.0,1D_casing
3.959,0.066,2340.0,钻井液,1.0,1D_casing
3.959,0.066,2370.0,钻井液,1.0,1D_casing
3.959,0.066,2400.0,钻井液,1.0,1D_casing
3.959,0.066,2430.0,钻井液,1.0,1D_casing
3.959,0.066,2460.0,钻井液,1.0,1D_casing
3.959,0.066,2490.0,钻井液,1.0,1D_casing
3.959,0.066,2520.0,钻井液,1.0,1D_casing
3.959,0.066,2550.0,钻井液,1.0,1D_casing
3.959,0.066,2580.0,钻井液,1.0,1D_casing
3.959,0.066,2610.0,钻井液,1.0,1D_casing
3.959,0.066,2640.0,钻井液,1.0,1D_casing
3.959,0.066,2670.0,钻井液,1.0,1D_casing
3.959,0.066,2700.0,钻井液,1.0,1D_casing
3.959,0.066,2730.0,钻井液,1.0,1D_casing
3.959,0.066,2760.0,钻井液,1.0,1D_casing
3.959,0.066,2790.0,钻井液,1.0,1D_casing
3.959,0.066,2820.0,钻井液,1.0,1D_casing
3.959,0.066,2850.0,钻井液,1.0,1D_casing
3.959,0.066,2880.0,钻井液,1.0,1D_casing
3.959,0.066,2910.0,钻井液,1.0,1D_casing
3.959,0.066,2940.0,钻井液,1.0,1D_casing
3.959,0.066,2970.0,钻井液,1.0,1D_casing
3.959,0.066,3000.0,钻井液,1.0,1D_casing
3.959,0.066,3030.0,钻井液,1.0,1D_casing
3.959,0.066,3060.0,钻井液,1.0,1D_casing
3.959,0.066,3090.0,钻井液,1.0,1D_casing
3.959,0.066,3120.0,钻井液,1.0,1D_casing
3.959,0.066,3150.0,钻井液,1.0,1D_casing
3.959,0.066,3180.0,钻井液,1.0,1D_casing
3.959,0.066,3210.0,钻井液,1.0,1D_casing
3.959,0.066,3240.0,钻井液,1.0,1D_casing
3.959,0.066,3270.0,钻井液,1.0,1D_casing
3.959,0.066,3300.0,钻井液,1.0,1D_casing
3.959,0.066,3330.0,钻井液,1.0,1D_casing
3.959,0.066,3360.0,钻井液,1.0,1D_casing
3.959,0.066,3390.0,钻井液,1.0,1D_casing
3.959,0.066,3420.0,钻井液,1.0,1D_casing
3.959,0.066,3450.0,钻井液,1.0,1D_casing
3.959,0.066,3480.0,钻井液,1.0,1D_casing
3.959,0.066,3510.0,钻井液,1.0,1D_casing
3.959,0.066,3540.0,钻井液,1.0,1D_casing
3.959,0.066,3570.0,钻井液,1.0,1D_casing
3.959,0.066,3600.0,钻井液,1.0,1D_casing
3.959,0.066,3630.0,钻井液,1.0,1D_casing
3.959,0.066,3660.0,钻井液,1.0,1D_casing
3.959,0.066,3690.0,钻井液,1.0,1D_casing
3.959,0.066,3720.0,钻井液,1.0,1D_casing
3.959,0.066,3750.0,钻井液,1.0,1D_casing
3.959,0.066,3780.0,钻井液,1.0,1D_casing
3.959,0.066,3810.0,钻井液,1.0,1D_casing
3.959,0.066,3840.0,钻井液,1.0,1D_casing
3.959,0.066,3870.0,钻井液,1.0,1D_casing
3.959,0.066,3900.0,钻井液,1.0,1D_casing
3.959,0.066,3930.0,钻井液,1.0,1D_casing
3.959,0.066,3960.0,钻井液,1.0,1D_casing
3.959,0.066,3990.0,钻井液,1.0,1D_casing
3.959,0.066,4020.0,钻井液,1.0,1D_casing
3.959,0.066,4050.0,钻井液,1.0,1D_casing
3.959,0.066,4080.0,钻井液,1.0,1D_casing
3.959,0.066,4110.0,钻井液,1.0,1D_casing
3.959,0.066,4140.0,钻井液,1.0,1D_casing
3.959,0.066,4170.0,钻井液,1.0,1D_casing
3.959,0.066,4200.0,钻井液,1.0,1D_casing
3.959,0.066,4230.0,钻井液,1.0,1D_casing
3.959,0.066,4260.0,钻井液,1.0,1D_casing
3.959,0.066,4290.0,钻井液,1.0,1D_casing
3.959,0.066,4320.0,钻井液,1.0,1D_casing
3.959,0.066,4350.0,钻井液,1.0,1D_casing
3.959,0.066,4380.0,钻井液,1.0,1D_casing
3.959,0.066,4410.0,钻井液,1.0,1D_casing
3.959,0.066,4440.0,钻井液,1.0,1D_casing
3.959,0.066,4470.0,钻井液,1.0,1D_casing
3.959,0.066,4500.0,钻井液,1.0,1D_casing
